,City,Place,Rating_mean,Rating_count,slug
0,Abhaneri,Chand Baori (Step well),4.248331108144193,749,abhaneri
1,Abhaneri,Harshat Mata Temple,3.915254237288136,118,abhaneri
2,Acharapakkam,Achirupakkam,2.0,1,acharapakkam
3,Acharapakkam,Mazhai Malai Madha Shrine,5.0,1,acharapakkam
4,Achooranam,Wayanad Tea Museum,4.136363636363637,44,achooranam
5,Achrol,Moto Sport Park,4.823529411764706,34,achrol
6,Adilabad,Basar Saraswati Temple,4.080459770114943,87,adilabad
7,Adilabad,Fun Park,5.0,1,adilabad
8,Adilabad,Gudem Satyanarayana Swamy Temple,5.0,2,adilabad
9,Adilabad,Jainath Temple,3.8333333333333335,6,adilabad
10,Adilabad,Kadam Dam,4.526315789473684,19,adilabad
11,Adilabad,Kadile Papahareshwar Temple,5.0,2,adilabad
12,Adilabad,Kalwa Narsimha Swamy Temple,4.666666666666667,3,adilabad
13,Adilabad,Kawal Wildlife Sanctuary,3.857142857142857,14,adilabad
14,Adilabad,Kuntala Waterfall,4.056338028169014,71,adilabad
15,Adilabad,Pochera Waterfalls,4.363636363636363,22,adilabad
16,Adilabad,Pranahita Wildlife Sanctuary,4.75,4,adilabad
17,Adilabad,Saptha Kund,5.0,3,adilabad
18,Adilabad,Sathnala Dam,4.6,5,adilabad
19,Adilabad,Sivaram Wildlife Sanctuary,4.333333333333333,3,adilabad
20,Adimaly,Indian Spices & Herbal Garden,3.1818181818181817,11,adimaly
21,Adipur,Gandhi Samadhi,4.375,8,adipur
22,Adipur,Sant Lilashah Kutiya,4.0,5,adipur
23,Adipur,Somaiya Kala Vidya,4.294117647058823,17,adipur
24,Adoni,Adoni Fort,4.2,5,adoni
25,Adoor,Mannadi Devi Temple,4.0,2,adoor
26,Adoor,Trichennamangalam Mahadevar Temple,4.4,5,adoor
27,Agartala,Baramura Eco Park,5.0,1,agartala
28,Agartala,Benu Ban Bihari Temple,4.5,2,agartala
29,Agartala,Benuban Vihar,4.0,2,agartala
30,Agartala,Chowda Devta Temple,3.5,4,agartala
31,Agartala,Domboor Lake,4.5,4,agartala
32,Agartala,Dumboor Lake,4.5,4,agartala
33,Agartala,Fourteen Goddess Temple,4.125,24,agartala
34,Agartala,Gedu Miar Maszid,3.8,5,agartala
35,Agartala,Gedumian Mosque,4.0,2,agartala
36,Agartala,Gondacherra Wildlife Sanctuary,4.25,4,agartala
37,Agartala,Haveli Museum,3.8333333333333335,6,agartala
38,Agartala,Heritage Park,4.5,48,agartala
39,Agartala,ISKCON Temple,4.6,5,agartala
40,Agartala,"ISKCON, Math Chowmuhani",4.375,8,agartala
41,Agartala,Jagannath Temple,4.129032258064516,31,agartala
42,Agartala,Jampui Hill,4.125,16,agartala
43,Agartala,Kalapania Nature Park,4.6,5,agartala
44,Agartala,Kalibari Temple,3.875,8,agartala
45,Agartala,Kalyan Sagar Lake,4.125,16,agartala
46,Agartala,Kamala Sagar,3.625,8,agartala
47,Agartala,Kamaleswari Temple,4.09375,32,agartala
48,Agartala,Kunjaban Palace,2.75,4,agartala
49,Agartala,Malancha Niwas,3.5,8,agartala
50,Agartala,Neermahal Palace,4.070422535211268,142,agartala
51,Agartala,Nehru Park,4.444444444444445,9,agartala
52,Agartala,Ram Thakur's Ashram,4.0,1,agartala
53,Agartala,Ramkrishna Mission,4.0,4,agartala
54,Agartala,Ravindra Kanan,4.5,8,agartala
55,Agartala,Rose Valley Amusement Park,4.5,10,agartala
56,Agartala,Rudrasagar Lake,4.2,15,agartala
57,Agartala,Sepahijala Wild Life Sanctuary,4.190476190476191,42,agartala
58,Agartala,Sipahijala Wildlife Sanctuary,4.04,50,agartala
59,Agartala,Sukanta Academy,4.75,4,agartala
60,Agartala,Tripura Government Museum,4.014705882352941,68,agartala
61,Agartala,Tripura State Tribal Museum,4.2,5,agartala
62,Agartala,Trishna Wildlife Sanctuary,3.75,8,agartala
63,Agartala,Ujjayanta Palace,4.246666666666667,150,agartala
64,Agartala,Umamaheswar Temple,3.5,4,agartala
65,Agartala,Ummaneshwar Temple,4.0,2,agartala
66,Agartala,Unakoti,4.022988505747127,87,agartala
67,Agartala,Venuban Vihar Buddha Shrine,4.6,10,agartala
68,Agatti,Island of Thinnakara,4.183673469387755,49,agatti
69,Agatti,Lakshadweep Tour Package - Day Tours,4.315789473684211,19,agatti
70,Agatti,Lakshadweep Yathra Holidays,4.0,2,agatti
71,Agonda,AUGUSTIN Studio & Gallery,5.0,5,agonda
72,Agonda,Agonda Beach,4.6306355241716455,1841,agonda
73,Agonda,Aloha Surf India,4.833333333333333,12,agonda
74,Agonda,Animal Shelter Agonda,4.7317073170731705,82,agonda
75,Agonda,Bio Veda Ayurvedic Beach Resort Spa,4.266666666666667,15,agonda
76,Agonda,Chapoli Dam,4.153846153846154,13,agonda
77,Agonda,Fluidsymmetry,4.593220338983051,59,agonda
78,Agonda,Galgibaga Beach,4.488372093023256,129,agonda
79,Agonda,Go Kayak,5.0,2,agonda
80,Agonda,Krishna Ayurveda Massage Centre,4.63302752293578,109,agonda
81,Agonda,Om Ayurvedic Massage Center,4.7407407407407405,27,agonda
82,Agonda,Partagal Matha Temple,4.0,7,agonda
83,Agonda,PetraVeda,5.0,6,agonda
84,Agonda,Purnam Yoga Teacher Training in Goa,5.0,2,agonda
85,Agonda,Rock Formations,4.55,60,agonda
86,Agonda,Saint Anna Taxi and Tours,4.5,10,agonda
87,Agonda,Yoga Leela Agonda Rama Yoga Center,4.166666666666667,6,agonda
88,Agra,Agra Art Gallery,4.279569892473118,93,agra
89,Agra,Agra Fort,4.29953325554259,8570,agra
90,Agra,Agra Fort Railway Station,3.0,1,agra
91,Agra,Anguri Bagh,4.1835443037974684,158,agra
92,Agra,Army School,4.5,2,agra
93,Agra,Ashok Cosmos Mall,3.4,5,agra
94,Agra,Bageshwarnath Temple,4.5,8,agra
95,Agra,Balkeshwar Mandir,4.0,7,agra
96,Agra,Bateshwar Temples,4.0,8,agra
97,Agra,CR Mall,3.5,2,agra
98,Agra,Chhatri of Raja Jaswant Singh,5.0,1,agra
99,Agra,Chini Ka Rauza,3.583333333333333,12,agra
100,Agra,Chini Ka Rauza Mausoleum,3.764705882352941,51,agra
101,Agra,Dakhini Darwaza,4.0,9,agra
102,Agra,Dayal Bagh,4.25,156,agra
103,Agra,Dhakri-Ka-Mahal,4.5,2,agra
104,Agra,Diwan E Aam,3.8333333333333335,6,agra
105,Agra,Diwan-i-Am Agra Fort,4.011560693641618,173,agra
106,Agra,Dolphin The Water World,3.5,18,agra
107,Agra,Dr. B. R. Ambedkar University,4.0,3,agra
108,Agra,Gurudwara Guru ka Tal,4.43298969072165,97,agra
109,Agra,Gyarah Sidi,3.0,1,agra
110,Agra,Jahangir Mahal,4.034188034188034,117,agra
111,Agra,Jain Muni Samadhi Stahl,5.0,1,agra
112,Agra,Jama Masjid,4.040302267002519,397,agra
113,Agra,Jaswant ki Chatri,3.0,2,agra
114,Agra,Jawab Masjid,4.048192771084337,166,agra
115,Agra,Kailash Temple,4.0,5,agra
116,Agra,Kalakriti Cultural & Convention Center,4.355633802816901,284,agra
117,Agra,Keetham Lake,4.095238095238095,21,agra
118,Agra,Korai Village Agra,4.514285714285714,35,agra
119,Agra,M.D College,4.5,2,agra
120,Agra,Mariam's Tomb,4.08,25,agra
121,Agra,Mehtab Bagh,4.192105263157894,1140,agra
122,Agra,Mina Masjid,3.333333333333333,3,agra
123,Agra,Mother Teresa's Missionaries of Charity,4.254901960784314,153,agra
124,Agra,Motilal Nehru Park,4.190476190476191,21,agra
125,Agra,Mughal Heritage Walk,4.366666666666666,30,agra
126,Agra,Nand Ram Ka Tila,4.0,1,agra
127,Agra,National Chambal Sanctuary NCS,3.9,10,agra
128,Agra,New Nice Marble Art & Handicrafts,4.137931034482759,29,agra
129,Agra,Old tampale is agra Rajewar madir,4.166666666666667,12,agra
130,Agra,Paliwal Park,4.666666666666667,3,agra
131,Agra,Prithvinath Mandir,3.0,3,agra
132,Agra,Ram Bagh,4.0,45,agra
133,Agra,Rawli Maharaj Temple,4.636363636363637,11,agra
134,Agra,Roman Catholic Cemetery,3.4,5,agra
135,Agra,Saket Mall,3.8333333333333335,6,agra
136,Agra,Samadhi Swamiji Maharaj Bagh,4.285714285714286,7,agra
137,Agra,Sanjay Place,3.4285714285714284,7,agra
138,Agra,Shah Burj,3.91578947368421,95,agra
139,Agra,Shahin Arts,4.468085106382978,47,agra
140,Agra,Sheesh Mahal,4.300492610837439,406,agra
141,Agra,Shree Jagdamba Degree College,4.0,3,agra
142,Agra,Shri Mankameshwar Mandir,4.021739130434782,46,agra
143,Agra,Soami Bagh,4.444444444444445,27,agra
144,Agra,Spiritual Museum,4.545454545454546,11,agra
145,Agra,St. George's Cathedral,4.333333333333333,12,agra
146,Agra,St. George's Church,3.75,8,agra
147,Agra,Sur Sarovar Bird Sanctuary,4.0,32,agra
148,Agra,Taj Mahal,4.322801429124876,23231,agra
149,Agra,Taj Museum,3.801587301587301,126,agra
150,Agra,Tdi Mall,2.896551724137931,29,agra
151,Agra,Tomb Of John Russell Colvin,3.4285714285714284,7,agra
152,Agra,Tomb of Itimad-ud-Daulah,4.3462897526501765,1698,agra
153,Agra,Tomb of Mariam Zamani,3.804347826086957,46,agra
154,Agra,Touseef International,3.6666666666666665,3,agra
155,Agra,U.P Handicrafts Development Center,4.5,6,agra
156,Agra,Wildlife SOS,4.655878467635403,1514,agra
157,Agumbe,Agumbe Ghat,4.25,44,agumbe
158,Agumbe,Agumbe Rainforest Research Station,3.78125,32,agumbe
159,Agumbe,Agumbe Sunset View Point,4.190476190476191,21,agumbe
160,Agumbe,Barkana Falls,3.6666666666666665,6,agumbe
161,Agumbe,Jogigundi Falls,4.083333333333333,24,agumbe
162,Agumbe,Koodlu Theertha Falls,3.954545454545455,22,agumbe
163,Agumbe,Onake Abbi Falls,4.266666666666667,15,agumbe
164,Agumbe,Sunset Point,3.959183673469388,49,agumbe
165,Ahmedabad,10 Acres Mall,3.2,5,ahmedabad
166,Ahmedabad,Acropolis Mall,4.090909090909091,22,ahmedabad
167,Ahmedabad,Adalaj Step-well,4.361676646706587,1670,ahmedabad
168,Ahmedabad,Aggarwal Mall,3.4,5,ahmedabad
169,Ahmedabad,Ahmad Shah's Tomb,3.5,20,ahmedabad
170,Ahmedabad,Ahmedabad Haat,4.193548387096774,31,ahmedabad
171,Ahmedabad,Ahmedabad One Mall,4.46,400,ahmedabad
172,Ahmedabad,Akshardham Temple,4.466014138118543,1839,ahmedabad
173,Ahmedabad,Amarnath Dham,4.294117647058823,17,ahmedabad
174,Ahmedabad,Ambapur Step Well,4.333333333333333,24,ahmedabad
175,Ahmedabad,Amdavad ni Gufa,4.309278350515464,97,ahmedabad
176,Ahmedabad,Amritvarshini Vav,3.857142857142857,7,ahmedabad
177,Ahmedabad,Apsara Theatre,3.5,4,ahmedabad
178,Ahmedabad,Archer Art Gallery,4.4,10,ahmedabad
179,Ahmedabad,Auto World Vintage Car Museum,4.414893617021277,564,ahmedabad
180,Ahmedabad,Bai Harir Sultani Mosque,3.909090909090909,11,ahmedabad
181,Ahmedabad,Balvatika,4.282608695652174,46,ahmedabad
182,Ahmedabad,Bhadra Fort,3.90625,64,ahmedabad
183,Ahmedabad,Bhadra Fort & Teen Darwaja,3.739884393063584,173,ahmedabad
184,Ahmedabad,Bhagwat Vidyapith,4.590909090909091,22,ahmedabad
185,Ahmedabad,Calico Museum of Textiles,4.106870229007634,262,ahmedabad
186,Ahmedabad,City Museum,3.6666666666666665,9,ahmedabad
187,Ahmedabad,Conflictorium,3.8181818181818175,11,ahmedabad
188,Ahmedabad,Dada Bhagwan Temple,4.556603773584905,212,ahmedabad
189,Ahmedabad,Dada Hari,4.5,8,ahmedabad
190,Ahmedabad,Dada Hari Ni Vav,4.162790697674419,129,ahmedabad
191,Ahmedabad,Dada Harir Stepwell,4.333333333333333,3,ahmedabad
192,Ahmedabad,Dandi Bridge,4.333333333333333,3,ahmedabad
193,Ahmedabad,Darpan Circle,4.0,9,ahmedabad
194,Ahmedabad,Devarc Mall,2.75,8,ahmedabad
195,Ahmedabad,Dr. Babasaheb Ambedkar Open University,4.0,6,ahmedabad
196,Ahmedabad,Ellis Bridge,3.9583333333333335,24,ahmedabad
197,Ahmedabad,Fernandes Bridge,3.625,8,ahmedabad
198,Ahmedabad,Gallops Designer Mall,3.0,2,ahmedabad
199,Ahmedabad,Gujarat Science City,4.150326797385621,306,ahmedabad
200,Ahmedabad,Gujarat Technological University,4.0,7,ahmedabad
201,Ahmedabad,Gujarat Vidyapith,4.290322580645161,31,ahmedabad
202,Ahmedabad,Gulmohar Park Mall,4.346153846153846,26,ahmedabad
203,Ahmedabad,Gurudwara Gobind Dham,4.494949494949495,99,ahmedabad
204,Ahmedabad,Hare Krishna Mandir Temple,4.622222222222222,45,ahmedabad
205,Ahmedabad,Hathee Singh Jain Temple,4.408212560386473,414,ahmedabad
206,Ahmedabad,Himalaya mall,4.285714285714286,56,ahmedabad
207,Ahmedabad,ISKCON Kathwada,4.5,2,ahmedabad
208,Ahmedabad,ISKCON Temple,4.504132231404959,484,ahmedabad
209,Ahmedabad,Iscon Mega Mall,4.162790697674419,43,ahmedabad
210,Ahmedabad,Jaldhara Water World,4.384615384615385,13,ahmedabad
211,Ahmedabad,Jami Masjid,4.29957805907173,237,ahmedabad
212,Ahmedabad,Kamla Nehru Zoo,3.886075949367088,79,ahmedabad
213,Ahmedabad,Kankaria Lake,4.51672671127123,1943,ahmedabad
214,Ahmedabad,Karai Dam,4.35,20,ahmedabad
215,Ahmedabad,Kids City,5.0,4,ahmedabad
216,Ahmedabad,Kite Museum,4.2,40,ahmedabad
217,Ahmedabad,Koteshwar Mahadev Temple,4.636363636363637,11,ahmedabad
218,Ahmedabad,Koth Ganesh Mandir,4.0,4,ahmedabad
219,Ahmedabad,Lalbhai Dalpatbhai Museum,4.296296296296297,27,ahmedabad
220,Ahmedabad,Lothal,3.9397590361445785,166,ahmedabad
221,Ahmedabad,Magen Abraham Synagogue,3.5,6,ahmedabad
222,Ahmedabad,Manek Chowk,4.096774193548387,806,ahmedabad
223,Ahmedabad,Maniar's Wonderland Snow Park,4.153846153846154,39,ahmedabad
224,Ahmedabad,Marvel Art Gallery,4.666666666666667,3,ahmedabad
225,Ahmedabad,Mata Boot Bhawani Temple,3.7142857142857135,7,ahmedabad
226,Ahmedabad,Mini Kankaria,4.5,8,ahmedabad
227,Ahmedabad,Mughlibibi's Tomb,4.0,1,ahmedabad
228,Ahmedabad,Munsar Lake,4.333333333333333,3,ahmedabad
229,Ahmedabad,NC Mehta Gallery,4.285714285714286,7,ahmedabad
230,Ahmedabad,Nalsarovar Bird Sanctuary,4.238095238095238,21,ahmedabad
231,Ahmedabad,Naroda Lake,4.230769230769231,13,ahmedabad
232,Ahmedabad,Nehru Bridge,4.225806451612903,155,ahmedabad
233,Ahmedabad,Nirma University,4.238095238095238,63,ahmedabad
234,Ahmedabad,Pandit Dindyalal Upadhyay Auditorium & Hall,4.0,1,ahmedabad
235,Ahmedabad,Parimal Garden,4.363636363636363,154,ahmedabad
236,Ahmedabad,Parsi Fire Temple Khamasa Gate,3.0,4,ahmedabad
237,Ahmedabad,Prahlad Nagar Garden,4.271428571428571,70,ahmedabad
238,Ahmedabad,Qutbuddin Mosque,3.0,1,ahmedabad
239,Ahmedabad,R3 Mall,3.2222222222222223,9,ahmedabad
240,Ahmedabad,Radhe Shopping Mall,4.0,2,ahmedabad
241,Ahmedabad,Rajshree Theatre,2.5,2,ahmedabad
242,Ahmedabad,Raksha Shakti University,4.5,4,ahmedabad
243,Ahmedabad,Rani Rupavati's Mosque,4.357142857142857,14,ahmedabad
244,Ahmedabad,Rani Rupmati Mosque,4.222222222222222,9,ahmedabad
245,Ahmedabad,Rani Sipri's Mosque,3.875,24,ahmedabad
246,Ahmedabad,Ravivari,3.75,20,ahmedabad
247,Ahmedabad,Rehoboth Christian Assembly,4.5,4,ahmedabad
248,Ahmedabad,Riverfront Flower Park,4.604166666666667,48,ahmedabad
249,Ahmedabad,Sabarmati Ashram / Mahatma Gandhi's Home,4.257309941520468,2736,ahmedabad
250,Ahmedabad,Sabarmati Riverfront,4.544587505960896,2097,ahmedabad
251,Ahmedabad,Sanskar Kendra,3.2857142857142856,14,ahmedabad
252,Ahmedabad,Sardar Patel Mall,4.5,2,ahmedabad
253,Ahmedabad,Sardar Patel Statue,3.8181818181818175,11,ahmedabad
254,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,4.259615384615385,104,ahmedabad
255,Ahmedabad,Sardar Vallabhbhai Patel Stadium,3.930232558139535,43,ahmedabad
256,Ahmedabad,Sarkhej Roja,4.063725490196078,204,ahmedabad
257,Ahmedabad,Satya Art Gallery at Navajivan Trust,4.4,5,ahmedabad
258,Ahmedabad,Shaking Minarets,3.389473684210526,95,ahmedabad
259,Ahmedabad,Shankus Water Park,4.016393442622951,122,ahmedabad
260,Ahmedabad,Shiv Theatre,4.428571428571429,7,ahmedabad
261,Ahmedabad,Shree Balaji Agora Mall,4.625,8,ahmedabad
262,Ahmedabad,Shree Camp Hanuman Mandir,4.162790697674419,215,ahmedabad
263,Ahmedabad,Shree Hanumanji Temple,5.0,1,ahmedabad
264,Ahmedabad,Shree Mahalaxmi Temple,4.5,8,ahmedabad
265,Ahmedabad,Shree Mankameshvar Temple,4.5,4,ahmedabad
266,Ahmedabad,Shree Swaminarayan Mandir Kalupur,4.360215053763441,186,ahmedabad
267,Ahmedabad,Shreyas Folk Museum,4.631578947368421,19,ahmedabad
268,Ahmedabad,Sidi Saiyyed Mosque,4.5,2,ahmedabad
269,Ahmedabad,Sidi Saiyyed's Mosque,4.108455882352941,544,ahmedabad
270,Ahmedabad,Splash The Fun World,3.333333333333333,24,ahmedabad
271,Ahmedabad,Sri Balaji Temple,5.0,2,ahmedabad
272,Ahmedabad,Sultan Ahmed Shah Mosque,3.8333333333333335,24,ahmedabad
273,Ahmedabad,Sumthing LSE,5.0,3,ahmedabad
274,Ahmedabad,Swapna Srushti Water Park,4.127659574468085,47,ahmedabad
275,Ahmedabad,Teen Darwaza,3.62037037037037,108,ahmedabad
276,Ahmedabad,Toy Museum,4.625,8,ahmedabad
277,Ahmedabad,Utensils Museum,4.05050505050505,99,ahmedabad
278,Ahmedabad,Vaishnodevi Temple,4.204545454545454,352,ahmedabad
279,Ahmedabad,Vastrapur Adventure Park,4.5,18,ahmedabad
280,Ahmedabad,Vastrapur Lake,4.161943319838056,247,ahmedabad
281,Ahmedabad,Vikram A Sarabhai Community Science Centre,4.166666666666667,42,ahmedabad
282,Ahmedabad,Vikram Sarabhai Space Exhibition,4.346938775510204,49,ahmedabad
283,Ahmedabad,Vitthal the Mall,5.0,2,ahmedabad
284,Ahmednagar,Agastya Rishi Ashram,3.75,4,ahmednagar
285,Ahmednagar,Ahmednagar Fort,3.571428571428572,35,ahmednagar
286,Ahmednagar,Amruteshwar Temple,4.181818181818182,44,ahmednagar
287,Ahmednagar,Anand Dham,4.5,2,ahmednagar
288,Ahmednagar,Armoured Corps Centre and School,4.333333333333333,3,ahmednagar
289,Ahmednagar,Bhandardara Lake (Lake Aurthur Hill),4.421487603305785,121,ahmednagar
290,Ahmednagar,Cavalry Tank Museum,3.915254237288136,59,ahmednagar
291,Ahmednagar,Ghatghar Dam,3.571428571428572,7,ahmednagar
292,Ahmednagar,Lendibagh,4.6,5,ahmednagar
293,Ahmednagar,Meher Baba's Samadhi,4.421052631578948,19,ahmednagar
294,Ahmednagar,Meherabad,4.166666666666667,12,ahmednagar
295,Ahmednagar,Mohata devi temple,5.0,2,ahmednagar
296,Ahmednagar,Mt Kalsubai,4.058139534883721,86,ahmednagar
297,Ahmednagar,Mula Dam,4.25,8,ahmednagar
298,Ahmednagar,Randha Falls,4.285714285714286,56,ahmednagar
299,Ahmednagar,Salabat Khan's Tomb,4.526315789473684,19,ahmednagar
300,Ahmednagar,Sandhan Valley,4.377777777777778,45,ahmednagar
301,Ahmednagar,Shani Maharaj temple,4.428571428571429,7,ahmednagar
302,Ahmednagar,Shri Siddhivinayak Temple,4.0,28,ahmednagar
303,Ahmednagar,Shri Vishal Ganapati Temple,4.2,5,ahmednagar
304,Ahmednagar,St. John's Catholic Church,4.285714285714286,7,ahmednagar
305,Ahmednagar,Takali Dhokeshwar - Cave Temple of Shiva,4.5,6,ahmednagar
306,Ahmednagar,The Bagh Rauza,4.333333333333333,3,ahmednagar
307,Ahmednagar,Umbrella Falls,4.114285714285714,35,ahmednagar
308,Ahmednagar,Vriddheshwar Temple,4.125,8,ahmednagar
309,Ahwa,Mahal Forest,3.5,2,ahwa
310,Airari,Mankameshwar Temple,4.0,1,airari
311,Aizawl,Burrra Bazar,4.0,24,aizawl
312,Aizawl,Durtlang Hills,4.186046511627907,43,aizawl
313,Aizawl,Folkland Park,4.75,4,aizawl
314,Aizawl,Infinite Ainawn Park,4.5,6,aizawl
315,Aizawl,KV Paradise,3.5,20,aizawl
316,Aizawl,Khawnglung Wildlife Sanctuary,3.8333333333333335,6,aizawl
317,Aizawl,Luangmual Handicrafts Centre,4.416666666666667,12,aizawl
318,Aizawl,Mangkahia Lung,3.0,1,aizawl
319,Aizawl,Mini Zoological Garden,3.1666666666666665,12,aizawl
320,Aizawl,Mizoram State Museum,3.763157894736842,38,aizawl
321,Aizawl,Paikhai,4.8,5,aizawl
322,Aizawl,Phulpui Grave,4.166666666666667,6,aizawl
323,Aizawl,Pushpak Gurudwara,3.0,1,aizawl
324,Aizawl,Reiek Heritage Village,4.0,32,aizawl
325,Aizawl,Shiv Mandir,4.0,6,aizawl
326,Aizawl,Sibuta Lung,4.166666666666667,6,aizawl
327,Aizawl,Solomon's Temple,4.176470588235294,34,aizawl
328,Aizawl,Tamdil Lake,3.8181818181818175,22,aizawl
329,Aizawl,Tomb of Vanhimailian,4.5,2,aizawl
330,Aizawl,Vantawang Falls,4.266666666666667,15,aizawl
331,Ajanta,Ajanta Caves,4.109738012852199,2023,ajanta
332,Ajanta,Saibaba Travels,4.5,2,ajanta
333,Ajmer,Abdullah Khan's Tomb,4.454545454545454,11,ajmer
334,Ajmer,Adhai-din ka Jhonpra Mosque,3.717948717948718,117,ajmer
335,Ajmer,Akbar's Palace & Museum,3.784313725490196,102,ajmer
336,Ajmer,Akbari Masjid,4.125,24,ajmer
337,Ajmer,Ana Sagar Lake,4.313106796116505,412,ajmer
338,Ajmer,Anted ki Mata Temple,4.0,13,ajmer
339,Ajmer,Archaeological Museum,4.111111111111111,9,ajmer
340,Ajmer,Bhagchand Ki Kothi,4.208333333333333,24,ajmer
341,Ajmer,Bhim Burj and Garbha Gunjan,3.6666666666666665,9,ajmer
342,Ajmer,Birla City Water Park,4.416666666666667,36,ajmer
343,Ajmer,Buland Darwaja,3.806451612903226,31,ajmer
344,Ajmer,City Square Mall,4.375,24,ajmer
345,Ajmer,Dargah Hazrat Meera Syed Hussain,3.9130434782608696,23,ajmer
346,Ajmer,Dargah Shariff,3.971320754716981,1325,ajmer
347,Ajmer,Daulat Bagh Garden,4.075471698113208,53,ajmer
348,Ajmer,Daulat Khana,3.727272727272727,11,ajmer
349,Ajmer,Foy Sagar Lake,4.0588235294117645,34,ajmer
350,Ajmer,Government Museum,3.8333333333333335,18,ajmer
351,Ajmer,Luni River,4.8,5,ajmer
352,Ajmer,Mandir Shri Nimbark Peeth,4.0,4,ajmer
353,Ajmer,Mayo College Museum,4.103448275862069,29,ajmer
354,Ajmer,Nareli Jain Temple,4.6571428571428575,105,ajmer
355,Ajmer,Nasiyan Jain Temple,4.195205479452055,292,ajmer
356,Ajmer,Paradizzo Resort,4.588235294117647,17,ajmer
357,Ajmer,Prithviraj Smarak Monument,4.225,40,ajmer
358,Ajmer,Rangji Temple,4.375,64,ajmer
359,Ajmer,Rani Mahal,2.5454545454545454,11,ajmer
360,Ajmer,Savitri Temple,4.24,50,ajmer
361,Ajmer,Shah Jahan's Mosque,4.142857142857143,28,ajmer
362,Ajmer,Sola Khamba,3.875,8,ajmer
363,Ajmer,St. Mary's Graveyard,3.5,10,ajmer
364,Ajmer,Subhash Park,4.333333333333333,3,ajmer
365,Ajmer,Sufi Masjid and Sufi Shahbaz Ali R.A Dargah,3.0,1,ajmer
366,Ajmer,Vega the Mall,3.8,5,ajmer
367,Akluj,Fratelli Wines,4.647058823529412,51,akluj
368,Akluj,Sayajiraje Park,4.333333333333333,6,akluj
369,Akola,"Asadgad Fort , Akola",3.4285714285714284,7,akola
370,Akola,Balapur Fort,4.0,2,akola
371,Akola,Narnala Fort,4.166666666666667,6,akola
372,Akola,Narnala Wildlife Sanctuary,4.0,4,akola
373,Akola,Raj Rajeshwar Temple,5.0,1,akola
374,Alampur,Navabhrama Temples,4.0,18,alampur
375,Alampur,Papanatha Temple,3.0,2,alampur
376,Alandi,Chaangdev Bhinta,3.0,2,alandi
377,Alandi,Dnyaneshwar Muktabai Temple,4.0,9,alandi
378,Alandi,Jalaram Temple,4.375,16,alandi
379,Alappuzha,Adichikkavu Sree Durga Devi Kshetram Temple,4.0,5,alappuzha
380,Alappuzha,Alappuzha Beach,4.302650957290132,1358,alappuzha
381,Alappuzha,Alappuzha Lighthouse,4.13671875,256,alappuzha
382,Alappuzha,Alleppey Backwaters,4.134577603143418,1018,alappuzha
383,Alappuzha,Ambalapuzha Sree Krishna Temple,4.114754098360656,366,alappuzha
384,Alappuzha,Andhakaranazhi Beach,4.528301886792453,53,alappuzha
385,Alappuzha,Chakkulathukavu Temple,4.064516129032258,31,alappuzha
386,Alappuzha,Chammanad Devi Temple,4.2,5,alappuzha
387,Alappuzha,Chavara Bhavan Shrine,4.047619047619048,21,alappuzha
388,Alappuzha,Edathua Church,4.285714285714286,35,alappuzha
389,Alappuzha,Eruva Sreekrishna Swamy Temple,4.75,4,alappuzha
390,Alappuzha,Golden Flower Hall,4.0,2,alappuzha
391,Alappuzha,International Coir Museum,4.103448275862069,87,alappuzha
392,Alappuzha,"Jain Temple, Alleppey",3.9166666666666665,12,alappuzha
393,Alappuzha,Kakkathuruthu Island,4.333333333333333,6,alappuzha
394,Alappuzha,Kanichukulangara Devi Temple,4.153846153846154,13,alappuzha
395,Alappuzha,Kathakali,4.139072847682119,151,alappuzha
396,Alappuzha,Kayamkulam Lake,4.571428571428571,21,alappuzha
397,Alappuzha,Kidangamparambu Sree Bhuvaneswari Temple,4.0,6,alappuzha
398,Alappuzha,Kurattikadu Pattambalam Devi Kshethram Temple,4.0,3,alappuzha
399,Alappuzha,Kurattikkadu Mutharamman Devi Temple,3.8,5,alappuzha
400,Alappuzha,Kuttikattu Sree Bhadra Kali Devi Temple,4.166666666666667,6,alappuzha
401,Alappuzha,Mannarasala Sree Nagaraja Temple,4.2375,160,alappuzha
402,Alappuzha,Mullakkal Market,3.0,1,alappuzha
403,Alappuzha,Mullakkal Rajeshwari Temple,4.340909090909091,44,alappuzha
404,Alappuzha,Nalpathaneeswaram Sree Mahadeva Temple,4.0,5,alappuzha
405,Alappuzha,National Cartoon Museum and Art Gallery,4.25,4,alappuzha
406,Alappuzha,Nehru Trophy Boat Race,2.0,1,alappuzha
407,Alappuzha,Padanilam Parabrahma Temple,4.285714285714286,7,alappuzha
408,Alappuzha,Pandavan Rock,4.0,8,alappuzha
409,Alappuzha,Pathiramanal Beach,3.7666666666666666,30,alappuzha
410,Alappuzha,Revi Karunakaran Museum,4.141552511415525,219,alappuzha
411,Alappuzha,Saras Exotic Birds Center,4.666666666666667,3,alappuzha
412,Alappuzha,Sea View Park,4.0,10,alappuzha
413,Alappuzha,Sree Ganesh Temple Mullackall,3.0,1,alappuzha
414,Alappuzha,Sree Subramanya Swami Temple,3.944827586206896,145,alappuzha
